Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Taller Servicio Express, Avenida Calle 80, UPZs Localidad Barrios Unidos, Localidad Barrios Unidos, Bogota, Bogota Capital District - Municipality, 111211, Colombia",Promecanica ,Mechanic and Parts,"Father and son business. Both speak perfect English, knowledgeable in all cars (especially 4x4). Can get parts! Big shop (can fit about 10 to 15 cars), overhead spaces and secure overnight. Had great experience, would recommend! ",4.660323,-74.065961,2562.8928718566895,2025-01-10 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,Unknown,Unknown,Unknown,,,,
"Hotel la casa rosada, Calle 29, San Jose, Corozal, Sabanas, Sucre, Colombia",Hotel Perla de la Sabana,Hotel,"Nice new hotel with secure parking, overlooking town square. Manager needs to open gate to park. Very clean",9.314704,-75.293024,154.21520709991455,2018-08-25 00:00:00 UTC,Potable,,,,Yes,Unknown,No,Secure Parking,No,Yes - Average,No,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Barcelona Restaurante Bar, Carrera 38, El Poblado, Comuna 14 - El Poblado, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, 050020, Colombia",The Greek Connection,Restaurant,"WowoW! If you love Lamb and excellent service make your way here....yes loud music but hey who hasn’t heard the overnight local sounds LOL
Worth every single COP!",6.208413,-75.567762,1551.431552886963,2019-10-08 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"27-57, Carrera 44, Colombia, Comuna 14 - El Poblado, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, 050021, Colombia",La Casa Del Inyector,Mechanic and Parts,"Diego and his father run a really clean and professional workshop for injectors (western standard). They've been really helpful and friendly. I doubt there is any other place in S. America which is as professional as they are.
They don't have a garage. I parked my car in front of their shop to remove the injectors, which wasn’t a problem. Anyways, it is probably better to come only with the injectors.

Adresse: Carrera 44 # 27 23, Medellín, Antioquia

Fr 07:30–17:30
Sa08:00–12:00
SuClosed
Mo07:30–17:30
Tu07:30–17:30
We07:30–17:30
Th07:30–17:30

 Phone: (4) 4446578

",6.228040,-75.572180,1659.9,2018-08-31 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,
"Calle 15B, Ciudad Jardín, Comuna 22, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, 760026, Colombia",Hotel San Laurent,Hotel,"Nice fancy hotel in the south of Cali. Great if you’re on your way out of town and need a good hot shower, a/c and yummy breakfast before heading further south. A bit pricey, but can find a cheaper deal on booking.com. The staff is SUPER nice. Private parking available, no height restrictions. Width restrictions, but not too bad.",3.359392,-76.534505,991.1886863708496,2018-09-02 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,No,Secure Parking,Yes,Yes - Fast,Yes,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Narcobollo, Carrera 18, Manga, Cartagena, Dique, Bolívar, 130001, Colombia",Permanent Food Trucks,Restaurant,"Permanent outdoor food carts. Wide selection (arepas, Lebanese, pizza, sushi, crepes, burgers, much more..), good prices, and trampoline for the kids. Covered seating. Colorful and fun local vibe. We can recommend Rey Moro Lebanese cart, best Falafel since Guanajuato! Open from 5pm. 
Prices vary by cart, starting from 8’000 for a small pizza to 38’000 for a steak. 
Parking accessible via Cra18. ",10.414389,-75.541213,7.496669769287109,2018-09-03 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Clínica Veterinaria, Carrera 48, Astorga, Comuna 14 - El Poblado, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, 050021, Colombia",FixPhone reparación and soluciones,Shopping,"Repair of phones, iPads, computers.  Changed an iPad touch screen for $60usd in 5 hours.  Close to hostels, Vet, éxito and home center ",6.211809,-75.576253,1498.0183448791504,2018-09-04 00:00:00 UTC,,,,Unknown,Yes,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,,,,,
"shipchandler, Calle 24, Manga, Cartagena, Dique, Bolívar, 130001, Colombia",Sea view camping ,Wild Camping,"still walk-able to old town. this location is great. Sea breeze, great view of boats and Boca Grande buildings. Very safe. Go during early morning or after 5pm to get a spot. ",10.413843,-75.543140,36.44785308669032,2023-05-17 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Unknown,No,Yes,No,No,,,,,,,,,,,,,
"Playa Blanca, Colombia",playa blanca at the end of the beach road,Wild Camping,"very calm during the week, at the beach, police stopped by to ask if we have everything. during the week all the restaurants are closed, so bring all your stuff from san antero(10 min. away)",9.410852,-75.756617,4.324733883142471,2025-05-07 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Casa Jaguar, Carrera 13, San Agustín, Sur, Huila, 418060, Colombia",Happy Laundry Service,Laundromat,"Located in Hostel Bambú. 3500/kg. Clothes came out very clean, but the folding wasn't too great. We still recommend this for the reasonable price and friendly people. We had 20 kg so they needed a little bit of time; we dropped off and picked up the next day.",1.884509,-76.271664,1656.178423027508,2025-05-30 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Poblado De Lomalinde, 11B - 51, Carrera 34, Lalinde, Comuna 14 - El Poblado, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, 050020, Colombia",Bestrong fisioterapia,Medical,My wife and were travelling  and she developed a sore shoulder. We came to Medellin and had appointments with the Physiotherapists at Bestrong and they were great.  They have a large area with all the required equipment and we were happy with the result and the professionalism of the staff.,6.213024,-75.563597,1643.0,2018-09-04 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Carrera 5, Coloradas, Santa Fe de Antioquia, Occidente, Antioquia, Colombia",Casa de Verano,Hostel,"Beautiful hostel that has just opened in January. Super clean and has secure parking for a few motorcycles in the building front.
Hostel has private rooms and dorms. Other facilities include a shared kitchen, pool and relaxation area with hammocks. Owners are super friendly. Would love to stay again.. highly recommended.",6.554009,-75.824874,582.6240234375,2018-11-06 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,Restricted Parking,No,Yes - Fast,No,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Techos Azules, Calle 1, Taganga, Santa Marta, Magdalena, 470001, Colombia",Hostal Techos Azul,Hostel,"This is not a recommendation. The front desk staff seemed like we were an annoyance when checking in. We booked a cabana because we had a visitor with us and because there’s a kitchen in the cabana. However most of the kitchen ware was either broken or dirty. On top of that the stove was out of gaz and he couldn’t be bothered replacing it, we should use the communal kitchen... Only after we insisted the guy at the front desk could be bothered to replace the gas. The WiFi did only work at the reception and even there it was slow as f... 
the only thing that this place has going for it is that it’s quite and a good ac. 

I am sure Taganga has other, nicer places than this one. Don’t bother coming here. I am also pretty sure that all the 10/10 point reviews in booking.com are fakes. ",11.263533,-74.191943,24.474186420440674,2018-09-06 00:00:00 UTC,Yes,,,,Yes,Yes - At Sites,Yes,Yes,Unknown,Yes - Slow,No,No,Yes,Cold,Running Water,,,,,,,,,,,,,
"La Candelaria, Paso del Mango, Minca, Santa Marta, Magdalena, 470008, Colombia",El paraíso de Tuki-Finca La Candelaria,Tourist Attraction,"coffee and cacao farm. 25.000 p/p each tour. the area is beautiful and we really recommend the cacao tour. it is more than an hour walking from town to here or you can come in motor bike (15000p/p).
--
finca de café y cacao. 25.000 p/p cada Tour. el área es muy linda y recomendamos el Tour de cacao en el que podės degustar. es una hora o más caminando desde el pueblo hasta aquí. también se puede venir en moto por un costo de 15.000 p/p",11.149720,-74.101746,998.0,2024-05-02 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Villa de Leiva, Villa de Leyva, Ricaurte, Boyacá, Colombia",Hôtel villa mandalas,Hotel,Very clean hôtel. Very Nice staff. Rooms are very clean modern. All is perfect in this place. Breakfast inclued. No expensive. Parking secure no far,5.632137,-73.524817,2161.500390409725,2022-06-01 00:00:00 UTC,Unknown,,,,Yes,Yes - At Sites,No,No,No,Yes - Average,No,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Restaurante Monserrate, Vía Tunja - Moniquirá, Arcabuco, Ricaurte, Boyacá, 154102, Colombia",The Blue Hotel,Hotel,"Brandnew, not properly cleaned up yet. On the 62, therefore very noisy. Everything is done on the cheap: the electric shower is still working , though. 30000 for a double room with private bathroom.Very slow WiFi in room. Friendly staff. Restaurant not recommended. You could park on their big car park but it would be very noisy. Didn’t ask their price for sleeping in the car.",5.750777,-73.434524,2586.9046573638916,2022-06-18 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Yes,Yes,Yes - Slow,Yes,No,Unknown,Warm,Running Water,,,,,,,,,,,,,
"Jardín de Rocas, Calle 9; Santander, Cabecera Municipal de Jardín, Jardín, Cabecera Municipal, Jardín, Suroeste, Antioquia, 056050, Colombia",Jardín de Rocas,Tourist Attraction,"Amazing. Pay 15000 pesos per adult and saw so many Andes Cock-of-the-Rock.  (As cool to us as the Quetzal.) Walk down from city from 3-6 pm, or early early morning (only high season). In low season they are opened from 3.30-6PM. You can whatsapp them via the website found on Google maps.",5.596390,-75.821272,1723.2747173309326,2025-02-05 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Donde Luchy, Vía a Neguanje, Santa Marta, Magdalena, Colombia",Middle Entrance to Tayrona,Tourist Attraction,"Minimum of 100k for one person on a moto, 6k/person for insurance, 5k+ for parking with prices increasing from there. Road is in very poor condition.

Beach (average) at the end, the only thing down here to visit, is private property and charges 5k/moto and 15k/car. Has a restaurant with overpriced food. 

Not worth it unless you’re here for hiking which is all at the western entrance.

Reports of campervans not being allowed but the beach at the end is private property and I’d expect them to happily take your money, they’re definitely trying every other option they have. They asked questions about my camp gear at the western entrance but not here. ",11.276356,-74.117697,46.0,2024-10-16 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"La balsa, Chía, Sabana Centro, Cundinamarca, 250001, Colombia",Huge grocery store Sabana Norte,Shopping,Big grocery store. Has an international section for all those foods you've been missing from home! Big outside parking lot with no roof.,4.862400,-74.043190,2583.0,2021-12-04 00:00:00 UTC,,,,Unknown,Yes,,,,,,,,,,,,Unknown,Yes,Unknown,Unknown,,,,,,,,
"Ipiales, Ex-Providencia de Obando, Nariño, 524060, Colombia",lavanderia burbujas,Laundromat,Small laundry ran by Daniela who was a very lovely lady. Dropped our clothes off in the afternoon and collected the next day at 10am Clothes were clean and folded well good service,0.822648,-77.639656,-1.0,2025-06-05 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Convento Clausura de la Hermanas Concepcionistas, Calle 7; Infante, Cabecera Municipal de Jardín, Jardín, Cabecera Municipal, Jardín, Suroeste, Antioquia, 056050, Colombia",Hotel Diana Campestre,Hotel,"Simple hotel on edge of town. Friendly staff. 35,000 pesos per person. Secure parking right in front of hotel (no height restriction). Can walk to everything. Just a clean hotel room with cold shower but for the parking and staying in town we thought it was worth it. This spot also over looks the river and has swings and a pool table. ",5.601806,-75.820365,1750.1649150848389,2020-01-29 00:00:00 UTC,Potable,,,,Yes,Unknown,No,Yes,No,Yes - Average,Unknown,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Cafetal Gumer, San Agustín, Sur, Huila, 418060, Colombia",Coffee Farm Don Gumer - Organic Coffee,Tourist Attraction,"Here Don Gumer will show you around his beautiful finca de cafe, where he grows his organic coffee, dries it, and roast it using a really fun method (he'll show you) he is very friendly and his coffee is magnific! here you can buy coffee and have a good conversation about the product",1.889912,-76.290665,1759.640827178955,2020-01-25 12:13:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Agustiniano Coffee, Obando-San Agustín, San Agustín, Sur, Huila, 418060, Colombia",Agustiniano Coffee,Tourist Attraction,"Ok, this place is amazing. Here you'll meet Doña Oliva, she is the owner and she lives here in her finca. She will show you for free how the coffee process works, so you will pick your coffee from the coffee trees, you'll clean it, she'll show you where to dry it and she'll make you roast your own coffee. After that you can buy the coffee that you made or other kinds. You can also taste different kinds of coffee here, with different roasting levels, which is amazing.
She owns an association of women who work with coffee and she is really friendly, definetely our highlight of San Agustin! If you are a coffee lover this is a MUST",1.894593,-76.272992,1737.27783203125,2024-10-22 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Venga Pues Mijo, Calle 4, Salento, Fría, Quindío, 631020, Colombia",Polimetria Taller de Cerámica (Ceramic workshop),Tourist Attraction,"Ceramic workshop run by a super friendly young local couple, where you can buy original ceramic pieces, and you can also do a one day workshop where you will create your own piece from the beginning! from filling the molds to applying the varnish, and at the end you'll take your own piece home! Highly recommended!
.
Taller de cerámica que organiza una pareja local super simpática, donde además de poder comprar unas piezas de cerámica realmente originales, puedes realizar un taller de un día donde crearás tu propia pieza de principio a fin! Desde el llenado de moldes a aplicar el barniz, y al final te llevas tú propia pieza a casa! Realmente recomendable!",4.637937,-75.568908,1999.0132064819336,2018-09-12 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Jericó, Suroeste, Antioquia, 056010, Colombia","Jerico, Antioquia",Hotel,"A traditional house (casa de campo) a warm welcome by Dona Isabel who will be very caring during your stay.
Cel. 313 791 6211

Finca Hotel Palmeras - Un paraiso a cinco minutos del parque principal por 50000 COP desayuno incluido (agua caliente, wifi, parqueadero...). Una vista espectacular.
Une maison traditionnelle (casa de campo) un accueil chaleureux de la par de Dona Isabel qui sera aux petits soins durant votre séjour.
Cel. 313 791 6211",5.780656,-75.790756,1973.0,2018-09-10 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,Yes,No,Yes - Fast,Unknown,No,Yes,Hot,Running Water,,,,,,,,,,,,,
